"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9268","Verify that 12 Inputs are present on Vi Utility Bill Payments | Water, Gas, Electricity & More @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Utility Bill Payments | Water, Gas, Electricity & More - Regression Tests","Regression Test Suite","",""
"","7473","Verify that 99 Links are present on Get Free Night Data & Binge Your Shows with Hero Unlimited | Vi-5G @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Get Free Night Data & Binge Your Shows with Hero Unlimited | Vi-5G - Regression Tests","Regression Test Suite","",""
"","2823","Verify that Pay Vi Postpaid Bill Online - Quick & Secure | Vi India loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Pay Vi Postpaid Bill Online - Quick & Secure | Vi India - Regression Tests","Regression Test Suite","",""
"","3703","Verify that 23 Headings are present on Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More - Regression Tests","Regression Test Suite","",""
"","8913","Verify that 158 Links are present on Vi Loan EMI Payment | Quick & Secure Online Payment @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Loan EMI Payment | Quick & Secure Online Payment - Regression Tests","Regression Test Suite","",""
"","15597","Verify that 86 Links are present on Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","9403","Verify that 86 Links are present on Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","6623","Verify that 17 Headings are present on Vi Postpaid Auto Bill Payment - Setup & Manage Automatic Payments @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Postpaid Auto Bill Payment - Setup & Manage Automatic Payments - Regression Tests","Regression Test Suite","",""
"","4636","Verify that 37 Inputs are present on Credit Card Bill Payment – Quick & Secure Online Bill Payments | Vi @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Credit Card Bill Payment – Quick & Secure Online Bill Payments | Vi - Regression Tests","Regression Test Suite","",""
"","13452","Verify that 2 Menus are present on Vi Postpaid Auto Bill Payment - Setup & Manage Automatic Payments @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Postpaid Auto Bill Payment - Setup & Manage Automatic Payments - Regression Tests","Regression Test Suite","",""
"","7778","Verify that 134 Inputs are present on Enjoy Netflix Subscription Plans with Vi at No Extra Cost @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Enjoy Netflix Subscription Plans with Vi at No Extra Cost - Regression Tests","Regression Test Suite","",""
"","3997","Verify that 1 Form is present on Vi Utility Bill Payments | Water, Gas, Electricity & More @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Utility Bill Payments | Water, Gas, Electricity & More - Regression Tests","Regression Test Suite","",""
"","9708","Verify that 165 Links are present on Vi Official Videos: Tips, Products & Updates @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Official Videos: Tips, Products & Updates - Regression Tests","Regression Test Suite","",""
"","25034","Verify that 2 Menus are present on Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India - Regression Tests","Regression Test Suite","",""
"","10508","Verify that 1 Menu is present on Enjoy Netflix Subscription Plans with Vi at No Extra Cost @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Enjoy Netflix Subscription Plans with Vi at No Extra Cost - Regression Tests","Regression Test Suite","",""
"","4451","Verify that 19 Buttons are present on Vi FASTag Recharge Online | Instant Recharge @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi FASTag Recharge Online | Instant Recharge - Regression Tests","Regression Test Suite","",""
"","21611","Verify that 1 Input is present on SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports - Regression Tests","Regression Test Suite","",""
"","9430","Verify that 25 Buttons are present on How to Activate Vi eSIM Card – Easy Online Setup & Steps | Vi India @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - How to Activate Vi eSIM Card – Easy Online Setup & Steps | Vi India - Regression Tests","Regression Test Suite","",""
"","14470","Verify that 2 Menus are present on Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More - Regression Tests","Regression Test Suite","",""
"","9919","Verify that 2 Menus are present on Buy a New Vi 4g SIM Card Online and Get a Free Delivery @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Buy a New Vi 4g SIM Card Online and Get a Free Delivery - Regression Tests","Regression Test Suite","",""
"","7867","Verify that 2 Menus are present on Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","9450","Verify that 1 Menu is present on Pay for Insurance Online with Vi – Fast & Secure Payment @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Pay for Insurance Online with Vi – Fast & Secure Payment - Regression Tests","Regression Test Suite","",""
"","3372","Verify that 7 Buttons are present on Vi Prepaid Talktime and Top-Up Plans| Easy Online Mobile Recharge @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Prepaid Talktime and Top-Up Plans| Easy Online Mobile Recharge - Regression Tests","Regression Test Suite","",""
"","5627","Verify that 1 Form is present on Vi Utility Bill Payments | Water, Gas, Electricity & More @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Utility Bill Payments | Water, Gas, Electricity & More - Regression Tests","Regression Test Suite","",""
"","10160","Verify that 2 Menus are present on Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","6772","Verify that 17 Headings are present on Explore the Best Prepaid Plans – Top Prepaid Recharge Options | Vi India @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Explore the Best Prepaid Plans – Top Prepaid Recharge Options | Vi India - Regression Tests","Regression Test Suite","",""
"","13280","Verify that Buy Fancy Numbers Online - Choose Premium VIP Number or Free Options |Vi India loads successfully @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Buy Fancy Numbers Online - Choose Premium VIP Number or Free Options |Vi India - Regression Tests","Regression Test Suite","",""
"","4487","Verify that 2 Forms are present on Vi Loan EMI Payment | Quick & Secure Online Payment @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Loan EMI Payment | Quick & Secure Online Payment - Regression Tests","Regression Test Suite","",""
"","7569","Verify that 3 Menus are present on Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates - Regression Tests","Regression Test Suite","",""
"","17540","Verify that 19 Buttons are present on Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","8521","Verify that 1 Form is present on Port SIM Number to Vi | Enjoy Vi Benefits with Easy MNP process @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Port SIM Number to Vi | Enjoy Vi Benefits with Easy MNP process - Regression Tests","Regression Test Suite","",""
"","5453","Verify that Register for Postpaid EBill Online | Vi loads successfully @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Register for Postpaid EBill Online | Vi - Regression Tests","Regression Test Suite","",""
"","4613","Verify that SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports - Regression Tests","Regression Test Suite","",""
"","6538","Verify that 17 Headings are present on Explore the Best Prepaid Plans – Top Prepaid Recharge Options | Vi India @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Explore the Best Prepaid Plans – Top Prepaid Recharge Options | Vi India - Regression Tests","Regression Test Suite","",""
"","7305","Verify that 115 Links are present on Vi Unlimited Data, Calls & Internet Plans – Choose Vi Unlimited Plans Today @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Unlimited Data, Calls & Internet Plans – Choose Vi Unlimited Plans Today - Regression Tests","Regression Test Suite","",""
"","5465","Verify that 14 Buttons are present on Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number - Regression Tests","Regression Test Suite","",""
"","12068","Verify that 2 Menus are present on Buy a New Vi 4g SIM Card Online and Get a Free Delivery @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Buy a New Vi 4g SIM Card Online and Get a Free Delivery - Regression Tests","Regression Test Suite","",""
"","3459","Verify that 2 Buttons are present on Pay Vi Postpaid Bill Online - Quick & Secure | Vi India @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Pay Vi Postpaid Bill Online - Quick & Secure | Vi India - Regression Tests","Regression Test Suite","",""
"","7497","Verify that Vi Blog | Get Latest News & Information on Vi Network loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Blog | Get Latest News & Information on Vi Network - Regression Tests","Regression Test Suite","",""
"","4207","Verify that 14 Headings are present on Get Free Night Data & Binge Your Shows with Hero Unlimited | Vi-5G @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Get Free Night Data & Binge Your Shows with Hero Unlimited | Vi-5G - Regression Tests","Regression Test Suite","",""
"","7850","Verify that 1 Form is present on All OTT in One App - OTT Subscription Plans | Vi Movies & TV @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - All OTT in One App - OTT Subscription Plans | Vi Movies & TV - Regression Tests","Regression Test Suite","",""
"","8824","Verify that Vi Electricity Bill Payment | Quick & Secure Online Payment loads successfully @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Electricity Bill Payment | Quick & Secure Online Payment - Regression Tests","Regression Test Suite","",""
"","9338","Verify that 1 Table is present on How to Activate Vi eSIM Card – Easy Online Setup & Steps | Vi India @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - How to Activate Vi eSIM Card – Easy Online Setup & Steps | Vi India - Regression Tests","Regression Test Suite","",""
"","12978","Verify that 16 Headings are present on Buy a New Vi 4g SIM Card Online and Get a Free Delivery @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Buy a New Vi 4g SIM Card Online and Get a Free Delivery - Regression Tests","Regression Test Suite","",""
"","23864","Verify that 173 Links are present on Vi Postpaid Plans with Unlimited Calls & Data | Vi India @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Postpaid Plans with Unlimited Calls & Data | Vi India - Regression Tests","Regression Test Suite","",""
"","10714","Verify that 6 Buttons are present on Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates - Regression Tests","Regression Test Suite","",""
"","5048","Verify that 2 Headings are present on Plan Selection Page @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Plan Selection Page - Regression Tests","Regression Test Suite","",""
"","8984","Verify that 3 Inputs are present on WiFi Calling on Vi: Choose VoWiFi for Better Voice Quality @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - WiFi Calling on Vi: Choose VoWiFi for Better Voice Quality - Regression Tests","Regression Test Suite","",""
"","7829","Verify that 64 Headings are present on Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India - Regression Tests","Regression Test Suite","",""
"","3858","Verify that 1 Form is present on SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports - Regression Tests","Regression Test Suite","",""
"","6936","Verify that 3 Menus are present on Vi Prepaid Talktime and Top-Up Plans| Easy Online Mobile Recharge @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Prepaid Talktime and Top-Up Plans| Easy Online Mobile Recharge - Regression Tests","Regression Test Suite","",""
"","6745","Verify that Vi Electricity Bill Payment | Quick & Secure Online Payment loads successfully @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Electricity Bill Payment | Quick & Secure Online Payment - Regression Tests","Regression Test Suite","",""
"","9202","Verify that Vi Utility Bill Payments | Water, Gas, Electricity & More loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Utility Bill Payments | Water, Gas, Electricity & More - Regression Tests","Regression Test Suite","",""
"","9429","Verify that 1 Menu is present on Vi Utility Bill Payments | Water, Gas, Electricity & More @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Utility Bill Payments | Water, Gas, Electricity & More - Regression Tests","Regression Test Suite","",""
"","7664","Verify that 2 Menus are present on Plan Selection Page @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Plan Selection Page - Regression Tests","Regression Test Suite","",""
"","9627","Verify that 2 Forms are present on Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India - Regression Tests","Regression Test Suite","",""
"","15460","Verify that 27 Headings are present on Buy Fancy Numbers Online - Choose Premium VIP Number or Free Options |Vi India @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Buy Fancy Numbers Online - Choose Premium VIP Number or Free Options |Vi India - Regression Tests","Regression Test Suite","",""
"","5862","Verify that Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India loads successfully @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","5841","Verify that 1 Form is present on SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - SonyLIV Subscription Plans with Vi | Watch Movies, Shows & Sports - Regression Tests","Regression Test Suite","",""
"","4985","Verify that 11 Buttons are present on About Vi - India's Largest Telecom Company @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - About Vi - India's Largest Telecom Company - Regression Tests","Regression Test Suite","",""
"","23274","Verify that 3 Tables are present on All OTT in One App - OTT Subscription Plans | Vi Movies & TV @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - All OTT in One App - OTT Subscription Plans | Vi Movies & TV - Regression Tests","Regression Test Suite","",""
"","7986","Verify that 75 Headings are present on All OTT in One App - OTT Subscription Plans | Vi Movies & TV @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - All OTT in One App - OTT Subscription Plans | Vi Movies & TV - Regression Tests","Regression Test Suite","",""
"","5770","Verify that Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates - Regression Tests","Regression Test Suite","",""
"","11381","Verify that 25 Headings are present on Check Vi SIM Status Online | Track Your Connection & Orders @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Check Vi SIM Status Online | Track Your Connection & Orders - Regression Tests","Regression Test Suite","",""
"","8022","Verify that 3 Menus are present on Vi Blog | Get Latest News & Information on Vi Network @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Blog | Get Latest News & Information on Vi Network - Regression Tests","Regression Test Suite","",""
"","4009","Verify that Vodafone Idea Foundation – An initiative to change India with Mobile Technology loads successfully @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vodafone Idea Foundation – An initiative to change India with Mobile Technology - Regression Tests","Regression Test Suite","",""
"","5267","Verify that 1 Form is present on Buy a New Vi 4g SIM Card Online and Get a Free Delivery @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Buy a New Vi 4g SIM Card Online and Get a Free Delivery - Regression Tests","Regression Test Suite","",""
"","7005","Verify that 3 Menus are present on Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vodafone Idea News (Vi): Latest Vi News, Press Releases &amp; Updates - Regression Tests","Regression Test Suite","",""
"","6819","Verify that 19 Buttons are present on Credit Card Bill Payment – Quick & Secure Online Bill Payments | Vi @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Credit Card Bill Payment – Quick & Secure Online Bill Payments | Vi - Regression Tests","Regression Test Suite","",""
"","9054","Verify that 75 Inputs are present on Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number - Regression Tests","Regression Test Suite","",""
"","9334","Verify that 3 Headings are present on Register for Postpaid EBill Online | Vi @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Register for Postpaid EBill Online | Vi - Regression Tests","Regression Test Suite","",""
"","9570","Verify that 1 Menu is present on How to Activate Vi eSIM Card – Easy Online Setup & Steps | Vi India @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - How to Activate Vi eSIM Card – Easy Online Setup & Steps | Vi India - Regression Tests","Regression Test Suite","",""
"","10658","Verify that 3 Headings are present on About Vi - India's Largest Telecom Company @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - About Vi - India's Largest Telecom Company - Regression Tests","Regression Test Suite","",""
"","5212","Verify that 19 Buttons are present on Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","4563","Verify that 4 Tables are present on Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number - Regression Tests","Regression Test Suite","",""
"","6850","Verify that 105 Links are present on Vi Data Packs - Mobile Data Recharge Plans | Vi India @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Data Packs - Mobile Data Recharge Plans | Vi India - Regression Tests","Regression Test Suite","",""
"","6319","Verify that Vi FASTag Recharge Online | Instant Recharge loads successfully @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi FASTag Recharge Online | Instant Recharge - Regression Tests","Regression Test Suite","",""
"","3079","Verify that Vi Blog | Get Latest News & Information on Vi Network loads successfully @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Blog | Get Latest News & Information on Vi Network - Regression Tests","Regression Test Suite","",""
"","4713","Verify that 37 Inputs are present on Credit Card Bill Payment – Quick & Secure Online Bill Payments | Vi @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Credit Card Bill Payment – Quick & Secure Online Bill Payments | Vi - Regression Tests","Regression Test Suite","",""
"","11403","Verify that 9 Buttons are present on Check Vi SIM Status Online | Track Your Connection & Orders @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Check Vi SIM Status Online | Track Your Connection & Orders - Regression Tests","Regression Test Suite","",""
"","6886","Verify that 90 Links are present on Online Mobile Recharge - Best Prepaid Plans & Top-Ups | Vi India @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Online Mobile Recharge - Best Prepaid Plans & Top-Ups | Vi India - Regression Tests","Regression Test Suite","",""
"","9073","Verify that 162 Links are present on VoLTE | 4G VoLTE Calls - (Voice Over LTE) for HD Voice Calls | Vi @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - VoLTE | 4G VoLTE Calls - (Voice Over LTE) for HD Voice Calls | Vi - Regression Tests","Regression Test Suite","",""
"","37372","Verify that 126 Links are present on Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More - Regression Tests","Regression Test Suite","",""
"","7744","Verify that 3 Menus are present on Best Vi SMS Packs and SMS Plans for Prepaid Recharge|Vi India @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Best Vi SMS Packs and SMS Plans for Prepaid Recharge|Vi India - Regression Tests","Regression Test Suite","",""
"","18369","Verify that Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India - Regression Tests","Regression Test Suite","",""
"","3727","Verify that 9 Headings are present on Vi Prepaid Talktime and Top-Up Plans| Easy Online Mobile Recharge @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Prepaid Talktime and Top-Up Plans| Easy Online Mobile Recharge - Regression Tests","Regression Test Suite","",""
"","11812","Verify that 5 Inputs are present on Get your Vi Sim Online and Enjoy Free Delivery | Choose Your Plan Today @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Get your Vi Sim Online and Enjoy Free Delivery | Choose Your Plan Today - Regression Tests","Regression Test Suite","",""
"","10331","Verify that 1 Menu is present on Vi Electricity Bill Payment | Quick & Secure Online Payment @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vi Electricity Bill Payment | Quick & Secure Online Payment - Regression Tests","Regression Test Suite","",""
"","10916","Verify that 16 Headings are present on Buy a New Vi 4g SIM Card Online and Get a Free Delivery @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Buy a New Vi 4g SIM Card Online and Get a Free Delivery - Regression Tests","Regression Test Suite","",""
"","3081","Verify that 1 Form is present on Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) - Vi Max Postpaid | Prepaid | Vi Games & More - Regression Tests","Regression Test Suite","",""
"","6611","Verify that 1 Form is present on Explore the Best Prepaid Plans – Top Prepaid Recharge Options | Vi India @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Explore the Best Prepaid Plans – Top Prepaid Recharge Options | Vi India - Regression Tests","Regression Test Suite","",""
"","9970","Verify that 66 Inputs are present on Buy a New Vi 4g SIM Card Online and Get a Free Delivery @regression","webkit","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Buy a New Vi 4g SIM Card Online and Get a Free Delivery - Regression Tests","Regression Test Suite","",""
"","5734","Verify that Vi (Vodafone Idea) Careers | Explore Career Opportunities at Vodafone Idea (Vi) loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) Careers | Explore Career Opportunities at Vodafone Idea (Vi) - Regression Tests","Regression Test Suite","",""
"","10530","Verify that 105 Links are present on Vodafone Idea Foundation – An initiative to change India with Mobile Technology @regression","chromium","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Vodafone Idea Foundation – An initiative to change India with Mobile Technology - Regression Tests","Regression Test Suite","",""
"","9006","Verify that Check Vi SIM Status Online | Track Your Connection & Orders loads successfully @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Check Vi SIM Status Online | Track Your Connection & Orders - Regression Tests","Regression Test Suite","",""
"","3987","Verify that 1 Heading is present on Vi FASTag Recharge Online | Instant Recharge @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi FASTag Recharge Online | Instant Recharge - Regression Tests","Regression Test Suite","",""
"","6221","Verify that 7 Buttons are present on Best Vi SMS Packs and SMS Plans for Prepaid Recharge|Vi India @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Best Vi SMS Packs and SMS Plans for Prepaid Recharge|Vi India - Regression Tests","Regression Test Suite","",""
"","12432","Verify that 24 Buttons are present on Get Vi New Postpaid SIM Card Online – Buy Mobile SIM Card In india @regression","firefox","2026-06-12","failed","2026-06-12","https://www.myvi.in/ - Get Vi New Postpaid SIM Card Online – Buy Mobile SIM Card In india - Regression Tests","Regression Test Suite","",""
"","4095","Verify that 2 Forms are present on Vi Postpaid Auto Bill Payment - Setup & Manage Automatic Payments @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi Postpaid Auto Bill Payment - Setup & Manage Automatic Payments - Regression Tests","Regression Test Suite","",""
"","9234","Verify that Port SIM Number to Vi | Enjoy Vi Benefits with Easy MNP process loads successfully @regression","chromium","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Port SIM Number to Vi | Enjoy Vi Benefits with Easy MNP process - Regression Tests","Regression Test Suite","",""
"","7038","Verify that 2 Forms are present on Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India @regression","firefox","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi International Roaming Packs (2026) - Stay Connected Abroad | Vi India - Regression Tests","Regression Test Suite","",""
"","6080","Verify that 19 Buttons are present on Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi 5G Network in India – Explore Plans, SIM & Coverage Map | Vi India - Regression Tests","Regression Test Suite","",""
"","4653","Verify that 1 Heading is present on Vi FASTag Recharge Online | Instant Recharge @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi FASTag Recharge Online | Instant Recharge - Regression Tests","Regression Test Suite","",""
"","4867","Verify that 16 Headings are present on Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number @regression","webkit","2026-06-12","passed","2026-06-12","https://www.myvi.in/ - Vi (Vodafone Idea) Customer Care Number | Vi Complaint & Helpline Number - Regression Tests","Regression Test Suite","",""
